datetime,generation_biomass,generation_fossil_brown_coal/lignite,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_hydro_pumped_storage_consumption,generation_hydro_run-of-river_and_poundage,generation_hydro_water_reservoir,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_onshore,total_load_actual,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,is_rain
2015-01-11,12767.0,0.0,93832.0,53363.0,5045.0,39566.0,15413.0,23149.0,121013.0,1996.0,1558.0,15098.0,6336.0,231111.0,548898.0,281.9141671875,281.9141671875,281.9141671875,1018.925,72.10833333333333,2.475,141.51666666666668,0.1375,16.633333333333333,0.175
2015-01-12,11373.0,22445.0,217797.0,174019.0,9859.0,5747.0,19574.0,76161.0,130971.0,2225.0,1655.0,21301.0,5511.0,30241.0,752122.0,280.7197635416667,280.7197635416667,280.7197635416667,1019.325,77.33333333333333,1.7833333333333334,163.66666666666666,0.01,26.166666666666668,0.016666666666666666
2015-01-13,12582.0,20417.0,145684.0,159679.0,7760.0,13196.0,22242.0,61608.0,170410.0,1959.0,1683.0,21269.0,6445.0,155037.0,771234.0,282.80980520833333,282.80980520833333,282.80980520833333,1013.0416666666666,70.59166666666667,2.816666666666667,192.16666666666666,0.005,27.05,0.016666666666666666
2015-01-14,12643.0,20693.0,149537.0,167844.0,7916.0,9733.0,23774.0,75479.0,170375.0,2020.0,1768.0,17568.0,6428.0,142224.0,770740.0,282.5832,282.5832,282.5832,1012.6333333333333,71.80833333333334,2.25,192.68333333333334,0.0175,21.591666666666665,0.058333333333333334
2015-01-15,11660.0,19270.0,99906.0,142105.0,8030.0,18682.0,24111.0,46034.0,170280.0,1842.0,1758.0,13991.0,6253.0,229207.0,769388.0,283.58789895833337,283.58789895833337,283.58789895833337,1007.425,71.28333333333333,3.8833333333333333,233.98333333333332,0.09000000000000001,36.541666666666664,0.15
2015-01-16,11811.0,17147.0,111113.0,132404.0,8145.0,24179.0,27378.0,48625.0,170436.0,2058.0,1780.0,16257.0,6266.0,243007.0,770516.0,282.23346718749997,282.23346718749997,282.23346718749997,1002.0583333333333,80.10833333333333,3.8916666666666666,265.84166666666664,0.315,45.65,0.3416666666666667
2015-01-17,11792.0,20127.0,111689.0,131953.0,6939.0,17732.0,26177.0,56629.0,170462.0,1919.0,1798.0,23884.0,6319.0,158548.0,700578.0,278.7581286458333,278.7581286458333,278.7581286458333,1009.9416666666667,72.76666666666667,2.05,255.48333333333332,0.0925,19.783333333333335,0.23333333333333334
2015-01-18,11968.0,19368.0,113245.0,121909.0,6400.0,24501.0,25788.0,54665.0,170517.0,1934.0,1752.0,5990.0,6323.0,142838.0,669522.0,279.78514270833335,279.78514270833335,279.78514270833335,1001.6583333333333,75.68333333333334,3.3333333333333335,209.28333333333333,0.2625,66.65,0.44166666666666665
2015-01-19,11236.0,19109.0,119845.0,151536.0,6899.0,17266.0,24947.0,52430.0,151612.0,1817.0,1558.0,16471.0,5760.0,158345.0,792704.0,279.32845963541666,279.32845963541666,279.32845963541666,1001.1583333333333,83.08333333333333,3.8583333333333334,193.51666666666668,0.4325,62.44166666666667,0.625
2015-01-20,12634.0,21633.0,179451.0,186847.0,7598.0,6813.0,28341.0,95144.0,146293.0,2075.0,1815.0,11254.0,6379.0,103250.0,816890.0,277.45386249999996,277.45386249999996,277.45386249999996,999.0666666666667,77.49166666666666,1.7333333333333334,219.54166666666666,0.16,61.35,0.2833333333333333
2015-01-21,12857.0,21437.0,134251.0,178258.0,7868.0,14384.0,28249.0,64942.0,148712.0,2128.0,1837.0,14563.0,5885.0,196602.0,819827.0,278.2337109375,278.2337109375,278.2337109375,998.9916666666667,77.69166666666666,3.6,272.55833333333334,0.3175,51.225,0.275
2015-01-22,12851.0,19935.0,126376.0,171801.0,7841.0,19378.0,27028.0,49414.0,167502.0,2069.0,1780.0,19003.0,5425.0,238589.0,814048.0,279.6676447916667,279.6676447916667,279.6676447916667,1002.575,72.5,4.1,270.65833333333336,0.51,34.641666666666666,0.25
2015-01-23,13164.0,18771.0,122152.0,173501.0,8069.0,16652.0,27039.0,50312.0,170387.0,2131.0,1761.0,29037.0,5412.0,210598.0,802958.0,279.2932083333333,279.2932083333333,279.2932083333333,1010.1833333333333,67.775,2.216666666666667,265.1666666666667,0.0825,23.025,0.2
2015-01-24,12305.0,12810.0,96289.0,140124.0,6758.0,18214.0,25721.0,48158.0,170308.0,1367.0,1836.0,32015.0,5251.0,204746.0,719613.0,278.36463046875,278.36463046875,278.36463046875,1013.2166666666667,65.91666666666667,2.7333333333333334,219.50833333333333,0.0225,8.866666666666667,0.075
2015-01-25,10672.0,10762.0,89338.0,93859.0,6147.0,31725.0,24772.0,38671.0,170326.0,584.0,1759.0,33737.0,5417.0,242590.0,660295.0,280.22144947916667,280.22144947916667,280.22144947916667,1015.15,56.43333333333333,3.3916666666666666,147.54166666666666,0.029999999999999995,15.066666666666666,0.1
