datetime,generation_biomass,generation_fossil_brown_coal/lignite,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_hydro_pumped_storage_consumption,generation_hydro_run-of-river_and_poundage,generation_hydro_water_reservoir,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_onshore,total_load_actual,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,is_rain
2016-01-23,12381.0,10947.0,103844.0,114227.0,7369.0,25034.0,26306.0,89043.0,146276.0,2028.0,1773.0,15414.0,6335.0,68040.0,666858.0,285.5001733870968,284.6957379032258,286.502189516129,1031.9112903225807,83.09677419354838,1.467741935483871,140.49193548387098,0.00967741935483871,20.887096774193548,0.016129032258064516
2016-01-24,11882.0,116.0,88385.0,51968.0,7452.0,41773.0,25278.0,71974.0,146269.0,1950.0,1719.0,21537.0,6178.0,121293.0,615513.0,285.15953225806453,283.91227419354834,286.823564516129,1031.2016129032259,81.58064516129032,1.8951612903225807,139.42741935483872,0.0,22.137096774193548,0.0
2016-01-25,12543.0,13794.0,130336.0,123999.0,9240.0,21362.0,25718.0,104139.0,146255.0,1969.0,1765.0,12813.0,6521.0,90518.0,726984.0,285.77713489583334,284.83738489583334,287.05655156250003,1030.1083333333333,80.45,1.6333333333333333,177.3,0.005,28.916666666666668,0.016666666666666666
2016-01-26,12531.0,21919.0,138124.0,160181.0,9901.0,5634.0,25322.0,111469.0,146242.0,2029.0,1847.0,10695.0,6637.0,45162.0,745370.0,284.8882056451613,283.8210282258064,286.29844758064513,1030.6935483870968,85.23387096774194,1.5241935483870968,164.91935483870967,0.050806451612903224,45.45967741935484,0.13709677419354838
2016-01-27,12180.0,19582.0,135146.0,119100.0,9659.0,5553.0,24777.0,103430.0,146118.0,1998.0,1828.0,12972.0,6316.0,98122.0,746347.0,284.6372235772358,283.4847845528455,286.1758414634146,1028.5447154471544,81.9430894308943,2.2439024390243905,167.54471544715446,0.004878048780487805,31.536585365853657,0.016260162601626018
2016-01-28,12335.0,19177.0,137526.0,124637.0,9535.0,8150.0,25878.0,113127.0,146300.0,2003.0,1824.0,9294.0,6202.0,65160.0,745559.0,284.2094761904762,282.8383650793651,286.1304285714286,1028.3492063492063,83.34126984126983,1.9523809523809523,168.74603174603175,0.08095238095238094,41.96031746031746,0.12698412698412698
2016-01-29,11667.0,21083.0,140248.0,130322.0,9849.0,9948.0,25303.0,104592.0,146267.0,2039.0,1882.0,9522.0,6322.0,57478.0,739056.0,284.22315873015873,283.11704761904764,285.7273650793651,1031.952380952381,81.60317460317461,1.5873015873015872,148.54761904761904,0.03809523809523809,45.56349206349206,0.05555555555555555
2016-01-30,11181.0,2648.0,95635.0,95264.0,7670.0,21609.0,21863.0,79363.0,146262.0,2009.0,1878.0,20898.0,6135.0,140416.0,665663.0,283.1898239583333,282.17615729166664,284.58365729166667,1031.9,78.25833333333334,1.9666666666666666,182.50833333333333,0.022500000000000003,12.433333333333334,0.058333333333333334
2016-01-31,11295.0,0.0,86966.0,49267.0,6953.0,54958.0,22526.0,65065.0,146353.0,1957.0,1664.0,21972.0,5022.0,204521.0,618882.0,284.6473091145833,283.87722578125,285.66805911458334,1030.9916666666666,73.60833333333333,2.1166666666666667,181.23333333333332,0.005,15.575,0.016666666666666666
2016-02-01,9443.0,0.0,91206.0,30556.0,5797.0,34024.0,15694.0,42614.0,169326.0,2123.0,1655.0,13048.0,2515.0,236850.0,584488.0,285.41200833333335,284.61817499999995,286.4140083333333,1031.075,76.90833333333333,1.975,152.0,0.0175,16.05,0.025
2016-02-02,12269.0,18413.0,126017.0,139732.0,9699.0,4235.0,23749.0,115932.0,146330.0,2254.0,1913.0,17105.0,5605.0,50018.0,733911.0,284.0906791666667,282.92867916666665,285.37617916666665,1027.8416666666667,82.925,1.3083333333333333,164.50833333333333,0.005,21.083333333333332,0.016666666666666666
2016-02-03,11208.0,0.0,84383.0,47866.0,7236.0,21254.0,35516.0,138884.0,170599.0,2177.0,1735.0,41873.0,4706.0,246984.0,747117.0,284.38128174603173,283.30009126984123,285.67310714285713,1028.8333333333333,74.84126984126983,2.888888888888889,193.85714285714286,0.04523809523809524,25.285714285714285,0.07142857142857142
2016-02-04,10075.0,0.0,89142.0,31096.0,7025.0,12205.0,41820.0,130832.0,170420.0,1278.0,1997.0,45288.0,3280.0,105108.0,632991.0,282.4013833333333,281.3322166666667,283.70221666666663,1033.75,68.2,2.7916666666666665,170.71666666666667,0.007499999999999999,13.308333333333334,0.025
2016-02-05,6134.0,0.0,81385.0,26298.0,5982.0,13031.0,34450.0,122027.0,122034.0,413.0,1753.0,64855.0,5834.0,157216.0,606690.0,282.20004166666666,280.78070833333334,283.88404166666663,1027.0916666666667,71.075,2.816666666666667,184.4,0.0,2.6666666666666665,0.0
2016-02-06,7912.0,0.0,120698.0,61391.0,7324.0,2250.0,35036.0,115758.0,145695.0,884.0,2178.0,56773.0,6380.0,54104.0,674648.0,283.8255833333333,282.1141666666666,285.83250000000004,1019.6166666666667,74.65833333333333,2.95,195.23333333333332,0.0175,30.933333333333334,0.025
2016-02-07,7939.0,407.0,103963.0,101405.0,5317.0,5779.0,22831.0,44096.0,167145.0,1178.0,2112.0,59026.0,6196.0,93805.0,661708.0,284.59472,283.4604,285.95239999999995,1017.104,68.104,5.08,240.904,0.07440000000000001,32.16,0.088
2016-02-08,9303.0,20009.0,142156.0,132046.0,6886.0,1311.0,19618.0,62494.0,166886.0,1361.0,2014.0,57426.0,7468.0,74133.0,746160.0,285.5115833333333,283.84166666666664,287.61583333333334,1023.4083333333333,66.40833333333333,4.666666666666667,220.43333333333334,0.0,18.708333333333332,0.0
2016-02-09,9033.0,21725.0,150135.0,161229.0,7398.0,106.0,16674.0,67727.0,166985.0,1366.0,2087.0,49248.0,7595.0,51147.0,763974.0,286.54975,284.1608333333333,288.4583333333333,1017.8,70.0,6.825,242.33333333333334,0.060000000000000005,46.083333333333336,0.08333333333333333
2016-02-10,8697.0,12815.0,97885.0,96031.0,5577.0,5057.0,9554.0,28353.0,167996.0,1212.0,1929.0,41562.0,7620.0,40736.0,563870.0,285.8806769230769,284.61575384615384,287.00883076923077,1013.9461538461538,74.5,5.453846153846154,227.6769230769231,0.15,59.06923076923077,0.14615384615384616
2016-02-11,8215.0,18657.0,209928.0,139985.0,7043.0,6130.0,10679.0,57918.0,144750.0,1398.0,2145.0,25368.0,7494.0,33315.0,664484.0,286.3384508196721,285.6064836065574,287.15484426229506,1012.9590163934427,81.19672131147541,4.295081967213115,219.2704918032787,0.08852459016393444,51.51639344262295,0.16393442622950818
2016-02-12,8827.0,21179.0,272848.0,163530.0,6972.0,5566.0,19784.0,79980.0,121394.0,1398.0,2197.0,12711.0,7009.0,36795.0,742395.0,287.06937887396697,286.5000400309917,287.76698217975206,1009.9586776859504,80.89256198347107,5.5041322314049586,222.5785123966942,0.13388429752066114,48.80165289256198,0.19008264462809918
2016-02-13,9237.0,0.0,61638.0,26047.0,6552.0,55279.0,29586.0,114297.0,91201.0,2174.0,1484.0,7238.0,3252.0,345667.0,665733.0,289.099075,288.439325,289.8251583333333,1006.575,76.775,5.675,221.81666666666666,0.08,50.85,0.125
2016-02-14,9183.0,0.0,58498.0,25720.0,5169.0,44777.0,27242.0,121123.0,89637.0,2198.0,1406.0,11296.0,2961.0,295284.0,626006.0,285.08315702479337,284.05522314049585,286.24034710743797,1002.6280991735537,66.26446280991736,6.264462809917355,261.39669421487605,0.15123966942148762,40.51239669421488,0.2644628099173554
2016-02-15,9725.0,0.0,86998.0,29657.0,7481.0,32708.0,27688.0,141355.0,99290.0,2257.0,1445.0,21725.0,3309.0,325748.0,754983.0,281.9016375,280.4132208333333,283.6932208333333,1012.175,61.59166666666667,5.1,215.74166666666667,0.11000000000000001,30.458333333333332,0.15833333333333333
2016-02-16,10771.0,2989.0,120049.0,55445.0,8996.0,33347.0,27886.0,154797.0,129937.0,2127.0,1681.0,38014.0,3123.0,226317.0,770976.0,280.05200390625004,278.75742057291666,281.76325390625,1025.0333333333333,54.833333333333336,3.3916666666666666,177.55833333333334,0.01,16.9,0.03333333333333333
2016-02-17,11694.0,5919.0,126816.0,99676.0,9005.0,22940.0,28709.0,151968.0,144514.0,2198.0,1854.0,36148.0,3410.0,137658.0,781561.0,279.08820234374997,277.7307856770833,280.88411901041667,1021.5083333333333,59.291666666666664,3.033333333333333,195.85833333333332,0.005,7.508333333333334,0.016666666666666666
2016-02-18,12332.0,6271.0,140678.0,115084.0,8603.0,18466.0,29157.0,160531.0,144644.0,2231.0,1836.0,12469.0,4229.0,96166.0,785711.0,281.44757977642274,280.54961229674797,282.72522205284554,1018.1626016260162,70.95121951219512,2.796747967479675,188.9268292682927,0.18536585365853658,45.43089430894309,0.2682926829268293
2016-02-19,12354.0,5015.0,124270.0,116225.0,8220.0,18764.0,29940.0,148772.0,144712.0,2301.0,1899.0,25388.0,4869.0,73844.0,771322.0,280.9606408854167,280.15580755208333,282.03330755208333,1024.4166666666667,70.98333333333333,2.35,161.91666666666666,0.015000000000000001,19.491666666666667,0.03333333333333333
2016-02-20,12471.0,0.0,94764.0,69481.0,6056.0,37216.0,28558.0,137688.0,146694.0,2260.0,1841.0,36666.0,4860.0,80082.0,683581.0,281.70380546875,280.7546388020833,282.8196388020833,1028.75,68.8,2.6333333333333333,155.28333333333333,0.0,5.233333333333333,0.0
2016-02-21,11287.0,0.0,96681.0,28139.0,5081.0,45227.0,27944.0,134522.0,146892.0,2211.0,1464.0,22355.0,4545.0,119179.0,633492.0,283.3244807291667,282.3930640625,284.5388973958333,1025.6583333333333,67.30833333333334,2.475,165.05,0.005,6.258333333333334,0.016666666666666666
2016-02-22,12822.0,0.0,123789.0,74655.0,7819.0,10360.0,29924.0,142471.0,151528.0,2249.0,1703.0,25996.0,5026.0,82099.0,733866.0,285.1267458333333,283.81366249999996,286.9244958333333,1020.2166666666667,67.46666666666667,1.8666666666666667,164.775,0.014999999999999998,29.766666666666666,0.05
2016-02-23,12797.0,0.0,92527.0,69997.0,8039.0,25648.0,29449.0,136528.0,159452.0,2254.0,1774.0,32085.0,5178.0,172224.0,737910.0,285.57353658536584,283.91467479674793,287.91467479674793,1023.6747967479674,70.79674796747967,1.7723577235772359,168.78861788617886,0.00975609756097561,22.520325203252032,0.032520325203252036
2016-02-24,12674.0,0.0,85803.0,67675.0,8178.0,8860.0,29925.0,154535.0,165944.0,2200.0,1780.0,17858.0,4868.0,150511.0,745720.0,284.1558595041322,282.74346280991733,286.23354545454544,1018.0495867768595,72.88429752066116,3.0991735537190084,215.53719008264463,0.02727272727272727,19.537190082644628,0.08264462809917356
2016-02-25,12235.0,0.0,82894.0,48690.0,8132.0,12973.0,34087.0,154879.0,170272.0,2186.0,1766.0,21226.0,5351.0,202707.0,739335.0,285.2579333333333,284.1991,286.7332666666667,1016.2,69.86666666666666,3.566666666666667,251.18333333333334,0.0375,37.53333333333333,0.125
2016-02-26,12216.0,0.0,78082.0,53383.0,8062.0,8946.0,38156.0,156283.0,170328.0,2198.0,1801.0,8090.0,5031.0,206518.0,752744.0,283.6334918032787,282.7439836065573,284.85218032786884,1008.8852459016393,74.35245901639344,3.680327868852459,205.04918032786884,0.10573770491803279,42.959016393442624,0.1721311475409836
2016-02-27,8977.0,0.0,46374.0,27395.0,5764.0,25729.0,36718.0,129969.0,155223.0,2141.0,1468.0,15822.0,5010.0,293591.0,696083.0,281.5068888888889,280.13585714285716,283.50966666666665,995.7777777777778,71.07142857142857,6.492063492063492,247.36507936507937,0.4023809523809524,51.976190476190474,0.2857142857142857
2016-02-28,8763.0,0.0,43540.0,28572.0,5918.0,44146.0,34900.0,107545.0,154621.0,2142.0,1376.0,22508.0,5026.0,277376.0,638711.0,283.3305833333333,282.39574999999996,284.63824999999997,1003.6583333333333,67.69166666666666,4.508333333333334,242.70833333333334,0.185,42.05,0.23333333333333334
2016-02-29,10927.0,0.0,64304.0,40242.0,7558.0,19753.0,35406.0,143694.0,162399.0,2210.0,1527.0,36442.0,5075.0,282717.0,732856.0,284.08143333333334,283.2191833333333,285.38584999999995,1015.5916666666667,56.34166666666667,4.958333333333333,283.3833333333333,0.05,16.2,0.09166666666666666
2016-03-01,9363.0,0.0,89083.0,25311.0,6023.0,49956.0,15334.0,31057.0,164770.0,2083.0,1554.0,4394.0,3266.0,312580.0,587997.0,284.0259708333333,283.0644708333333,285.2628041666667,1024.9833333333333,55.36666666666667,1.9583333333333333,189.91666666666666,0.0,7.258333333333334,0.0
2016-03-02,12360.0,385.0,98464.0,84310.0,9429.0,17934.0,22953.0,80076.0,146360.0,2268.0,1922.0,16179.0,5367.0,187126.0,737454.0,285.45876015625,284.50876015625,286.75626015625,1021.3666666666667,61.141666666666666,3.475,219.85,0.04,16.05,0.08333333333333333
2016-03-03,11621.0,0.0,90978.0,48015.0,7371.0,11042.0,36694.0,147983.0,170610.0,2236.0,1778.0,45033.0,4821.0,201229.0,738586.0,285.2540785123967,284.37606198347106,286.4388719008264,1017.702479338843,64.91735537190083,2.677685950413223,219.7603305785124,0.02975206611570248,16.214876033057852,0.06611570247933884
2016-03-04,8970.0,0.0,76233.0,24644.0,6903.0,58877.0,40161.0,107412.0,170307.0,1270.0,1577.0,23000.0,3102.0,228209.0,594549.0,284.6443117252066,283.75216296487605,285.9017497417355,1008.5206611570248,68.78512396694215,3.884297520661157,208.48760330578511,0.04462809917355372,22.198347107438018,0.03305785123966942
2016-03-05,7470.0,0.0,90082.0,26753.0,6230.0,10754.0,34401.0,134675.0,121978.0,349.0,1883.0,64755.0,5661.0,159837.0,662261.0,283.4799237804878,282.4771595528455,284.84138719512197,1007.2926829268292,61.45528455284553,4.7073170731707314,275.1463414634146,0.16585365853658535,30.121951219512194,0.12195121951219512
2016-03-06,7665.0,0.0,121080.0,64359.0,7371.0,3244.0,34839.0,112635.0,145649.0,1369.0,2169.0,51749.0,5949.0,51444.0,677965.0,282.45476859504134,281.263694214876,284.0984049586777,1012.0826446280992,62.53719008264463,3.0578512396694215,233.71900826446281,0.12396694214876033,26.776859504132233,0.1322314049586777
2016-03-07,7878.0,0.0,105197.0,72566.0,5223.0,28798.0,22121.0,30182.0,167395.0,1178.0,1991.0,56494.0,6527.0,149758.0,613738.0,282.1934166666667,281.0985,283.66433333333333,1008.6083333333333,71.33333333333333,3.4916666666666667,232.0,0.105,38.625,0.21666666666666667
2016-03-08,8974.0,21953.0,143470.0,133530.0,6954.0,23.0,19429.0,68073.0,166498.0,1418.0,2074.0,55713.0,7520.0,61668.0,754402.0,282.5273986979166,281.58948203125,283.7128153645833,1017.1083333333333,63.575,3.183333333333333,173.84166666666667,0.0875,26.641666666666666,0.15833333333333333
2016-03-09,9327.0,15295.0,125576.0,144577.0,6434.0,1478.0,15870.0,39614.0,166730.0,1354.0,2129.0,44973.0,7591.0,58352.0,693518.0,282.5455322916667,281.68086562499997,283.6800322916667,1014.9666666666667,66.675,4.175,232.925,0.0525,28.916666666666668,0.10833333333333334
2016-03-10,8617.0,19551.0,139571.0,108283.0,6567.0,320.0,10141.0,43947.0,167789.0,1328.0,1853.0,42461.0,6723.0,79322.0,673302.0,282.5759659323771,281.72047412909836,283.7532610143442,1014.2540983606557,64.95081967213115,4.516393442622951,250.172131147541,0.12049180327868853,29.270491803278688,0.11475409836065574
2016-03-11,8545.0,21224.0,227060.0,141070.0,7024.0,1716.0,10834.0,57354.0,144621.0,1390.0,2134.0,16554.0,7305.0,37754.0,678102.0,282.751975,281.5653916666667,284.33205833333335,1019.5416666666666,63.2,2.5083333333333333,166.475,0.04,19.491666666666667,0.05
2016-03-12,8737.0,14506.0,131042.0,143553.0,5435.0,10846.0,17089.0,35977.0,121443.0,1354.0,1992.0,7986.0,6956.0,121857.0,673725.0,282.8596958333334,281.5146125,284.61294583333336,1021.7583333333333,62.391666666666666,2.058333333333333,179.70833333333334,0.0175,19.825,0.058333333333333334
2016-03-13,10492.0,0.0,77255.0,26923.0,6705.0,38866.0,32599.0,91863.0,170331.0,2216.0,1564.0,51401.0,4934.0,157262.0,616933.0,283.4307958333333,282.13887916666664,285.1872125,1019.9166666666666,65.28333333333333,2.45,186.50833333333333,0.0,21.325,0.0
2016-03-14,10419.0,4676.0,123447.0,83147.0,7345.0,8676.0,34870.0,142026.0,170578.0,2255.0,1718.0,38601.0,4916.0,74173.0,743239.0,283.23742916666663,282.3262625,284.56792916666666,1017.4,70.4,2.316666666666667,131.06666666666666,0.08,39.63333333333333,0.18333333333333332
2016-03-15,9891.0,6820.0,141994.0,111792.0,7706.0,1574.0,34515.0,150003.0,170486.0,2170.0,1814.0,20123.0,5011.0,47100.0,756130.0,283.55735833333335,282.2023583333333,285.46319166666666,1018.9833333333333,72.01666666666667,1.975,160.975,0.04,25.816666666666666,0.08333333333333333
2016-03-16,9914.0,4790.0,95763.0,97802.0,7737.0,8131.0,32493.0,115095.0,170472.0,2215.0,1752.0,31831.0,5181.0,152604.0,745479.0,284.12031404958674,282.74386776859507,286.0703140495868,1017.0330578512396,69.44628099173553,2.5289256198347108,183.71074380165288,0.02975206611570248,29.479338842975206,0.049586776859504134
2016-03-17,9841.0,6892.0,128911.0,115213.0,7778.0,5071.0,32932.0,140916.0,170431.0,2241.0,1831.0,32382.0,5017.0,42786.0,747483.0,283.6289,282.2355666666666,285.6030666666666,1018.7416666666667,71.06666666666666,2.1,136.66666666666666,0.030000000000000002,36.55833333333333,0.05
2016-03-18,10702.0,7035.0,119845.0,117821.0,8107.0,5736.0,33439.0,139817.0,170449.0,2189.0,1861.0,15080.0,4821.0,45934.0,738893.0,284.3128458333333,282.89292916666665,286.3770958333333,1016.9666666666667,72.425,2.033333333333333,161.98333333333332,0.025,36.958333333333336,0.08333333333333333
2016-03-19,11552.0,5563.0,91723.0,102771.0,6871.0,10657.0,31999.0,109126.0,170433.0,2155.0,1822.0,17876.0,5077.0,67832.0,655835.0,285.305369047619,284.1850515873016,286.8588611111111,1013.6825396825396,82.23809523809524,2.4523809523809526,146.96825396825398,0.15,58.3968253968254,0.2698412698412698
2016-03-20,12016.0,0.0,92985.0,88167.0,6781.0,19809.0,33055.0,92297.0,170480.0,2181.0,1776.0,23318.0,5163.0,49359.0,607825.0,284.83789695247935,284.0812027376033,285.82004571280993,1013.2231404958678,81.86776859504133,2.0991735537190084,162.6611570247934,0.20826446280991734,49.14049586776859,0.2231404958677686
2016-03-21,12174.0,0.0,107264.0,96645.0,7779.0,9128.0,34384.0,113114.0,170473.0,2184.0,1592.0,16213.0,5103.0,104710.0,715450.0,284.9587398373984,283.53394308943086,287.13069105691056,1012.130081300813,84.2439024390244,1.8699186991869918,156.9268292682927,0.16829268292682925,45.31707317073171,0.14634146341463414
2016-03-22,12009.0,0.0,96739.0,81303.0,8019.0,7300.0,35848.0,114449.0,170472.0,2183.0,1629.0,17578.0,4984.0,148891.0,716587.0,284.9228951612903,283.59975,286.932814516129,1008.4112903225806,76.75806451612904,2.8548387096774195,244.15322580645162,0.09435483870967741,40.42741935483871,0.1935483870967742
2016-03-23,11862.0,0.0,80502.0,43897.0,8008.0,21540.0,34390.0,98420.0,170413.0,2172.0,1728.0,30482.0,4917.0,267604.0,701321.0,284.90429166666667,283.75420833333334,286.5367083333333,1007.8166666666667,63.09166666666667,2.975,216.85,0.014999999999999998,21.416666666666668,0.05
2016-03-24,11666.0,0.0,79277.0,31267.0,6564.0,17956.0,33064.0,113388.0,170403.0,2171.0,1802.0,52678.0,5136.0,141511.0,611190.0,284.9231625,283.86457916666666,286.27791249999996,1015.6416666666667,62.983333333333334,2.075,178.69166666666666,0.005,10.266666666666667,0.016666666666666666
2016-03-25,11736.0,0.0,84306.0,26713.0,6637.0,38383.0,33125.0,86763.0,170389.0,2155.0,1820.0,37176.0,4991.0,160396.0,567089.0,285.74896311475413,284.40437295081966,287.5150286885246,1021.6065573770492,69.13934426229508,2.0081967213114753,149.0983606557377,0.02459016393442623,24.30327868852459,0.06557377049180328
2016-03-26,11429.0,0.0,80070.0,24216.0,5630.0,53812.0,34885.0,65914.0,155182.0,2099.0,1392.0,28202.0,5027.0,220586.0,587248.0,287.7040083333333,286.66500833333333,289.04000833333333,1020.0,69.29166666666667,3.075,194.30833333333334,0.02,24.566666666666666,0.03333333333333333
2016-03-27,10227.0,0.0,61514.0,21981.0,4692.0,53130.0,33805.0,62103.0,132278.0,2029.0,1226.0,34671.0,4610.0,215670.0,536297.0,287.6555431034483,286.50924999999995,289.2816637931034,1017.8793103448276,62.491379310344826,3.5948275862068964,206.11206896551724,0.04655172413793103,31.586206896551722,0.14655172413793102
2016-03-28,10530.0,0.0,72692.0,25369.0,6876.0,37380.0,40047.0,77419.0,127067.0,2110.0,1324.0,26538.0,5032.0,239253.0,619931.0,287.5728833333333,286.19371666666666,289.68455,1016.825,59.94166666666667,4.041666666666667,218.86666666666667,0.0275,21.966666666666665,0.075
2016-03-29,11031.0,0.0,85943.0,38623.0,7926.0,28954.0,41814.0,94522.0,155403.0,2119.0,1618.0,42854.0,5076.0,170518.0,683086.0,289.4399833333334,288.03931666666665,291.49848333333335,1015.8583333333333,63.0,3.025,182.66666666666666,0.0125,22.083333333333332,0.041666666666666664
2016-03-30,11320.0,0.0,82995.0,38843.0,8146.0,24550.0,43068.0,101938.0,167913.0,2129.0,1669.0,48243.0,5151.0,161673.0,686008.0,288.0849583333333,287.0042916666667,289.57095833333335,1012.3416666666667,68.95,2.066666666666667,166.51666666666668,0.005,10.958333333333334,0.016666666666666666
2016-03-31,10962.0,0.0,81029.0,29050.0,8210.0,29124.0,43661.0,100690.0,170214.0,1690.0,1544.0,32961.0,4341.0,255327.0,699132.0,286.30394296875,285.19260963541666,287.82760963541665,1011.0583333333333,65.08333333333333,5.391666666666667,238.075,0.09000000000000001,37.31666666666667,0.1
2016-04-01,9795.0,0.0,99811.0,39970.0,8386.0,18498.0,20697.0,70381.0,145862.0,2129.0,1668.0,4351.0,4207.0,260090.0,670464.0,284.1429625,283.2933791666666,285.28421249999997,1016.1,59.00833333333333,2.9583333333333335,190.01666666666668,0.045000000000000005,23.583333333333332,0.11666666666666667
2016-04-02,12603.0,0.0,108545.0,92957.0,8884.0,19139.0,21443.0,108949.0,146309.0,2235.0,1870.0,29645.0,5398.0,146106.0,739586.0,284.898775,283.9839416666666,286.0989416666667,1011.7416666666667,61.25833333333333,2.216666666666667,165.19166666666666,0.0025,9.558333333333334,0.008333333333333333
2016-04-03,10331.0,0.0,76547.0,31954.0,7448.0,14994.0,37759.0,145457.0,170598.0,2189.0,1663.0,31237.0,4454.0,248367.0,742533.0,286.0129625,284.88496250000003,287.44412916666664,1011.175,67.08333333333333,2.816666666666667,174.34166666666667,0.0175,37.28333333333333,0.058333333333333334
2016-04-04,9200.0,0.0,93455.0,35732.0,7664.0,8141.0,42776.0,145999.0,170300.0,1285.0,1800.0,6964.0,3266.0,158991.0,710509.0,285.7304637096774,284.9761088709677,286.8712701612903,1007.2258064516129,82.54032258064517,2.9516129032258065,184.32258064516128,0.24677419354838712,53.95967741935484,0.3629032258064516
2016-04-05,7703.0,0.0,104628.0,35103.0,6350.0,5011.0,35814.0,145690.0,122069.0,377.0,2059.0,41100.0,5710.0,92554.0,669237.0,285.9989338842975,284.89438842975204,287.5208347107438,1007.4132231404959,77.93388429752066,3.793388429752066,223.0909090909091,0.18099173553719006,50.18181818181818,0.2809917355371901
2016-04-06,7860.0,0.0,104230.0,39806.0,6399.0,11185.0,33153.0,69658.0,145594.0,1375.0,2070.0,53649.0,5882.0,61786.0,607156.0,287.10727272727274,285.63603305785125,289.1385123966942,1014.8677685950413,67.68595041322314,2.256198347107438,184.0909090909091,0.0396694214876033,26.231404958677686,0.03305785123966942
2016-04-07,8146.0,10075.0,143815.0,119392.0,6587.0,6265.0,22385.0,55508.0,167222.0,1297.0,1987.0,51646.0,6931.0,110751.0,727620.0,287.62259836065573,285.94538524590166,289.9978442622951,1015.172131147541,66.72950819672131,2.459016393442623,172.40983606557376,0.05655737704918033,20.28688524590164,0.09016393442622951
2016-04-08,9539.0,21527.0,120810.0,136485.0,7004.0,2099.0,18490.0,56797.0,166363.0,1340.0,1966.0,54249.0,7553.0,108060.0,752617.0,285.64710833333334,284.16469166666667,287.75719166666664,1014.5666666666667,60.74166666666667,3.691666666666667,196.975,0.095,33.675,0.16666666666666666
2016-04-09,9276.0,15086.0,125839.0,134690.0,5746.0,3228.0,15713.0,39058.0,166650.0,1349.0,2028.0,44099.0,7551.0,61958.0,654201.0,286.49102500000004,284.507775,289.23777499999994,1012.3916666666667,61.275,2.783333333333333,195.40833333333333,0.0325,20.541666666666668,0.058333333333333334
2016-04-10,8397.0,22048.0,168385.0,114412.0,7034.0,233.0,10456.0,56735.0,167757.0,1255.0,2021.0,37451.0,6683.0,65537.0,695662.0,286.91269421487607,285.30872727272725,289.2459173553719,1006.396694214876,69.25619834710744,3.8016528925619837,187.37190082644628,0.024793388429752067,33.925619834710744,0.049586776859504134
2016-04-11,8439.0,20050.0,223342.0,135612.0,6999.0,3944.0,11625.0,53553.0,144654.0,1392.0,2224.0,4920.0,7514.0,88478.0,690699.0,287.0419375,285.68818749999997,289.06818749999996,1008.2666666666667,69.575,3.8916666666666666,188.65833333333333,0.0525,34.0,0.125
2016-04-12,8405.0,14585.0,95993.0,102615.0,5113.0,31161.0,16302.0,27815.0,121235.0,1358.0,1879.0,5192.0,5889.0,171240.0,625700.0,287.55234552845525,285.9973048780488,289.8802317073171,1010.5284552845528,73.57723577235772,3.3089430894308944,169.1138211382114,0.1073170731707317,39.48780487804878,0.17886178861788618
2016-04-13,5393.0,0.0,92016.0,31614.0,6481.0,18289.0,42097.0,141401.0,170283.0,1206.0,1834.0,32132.0,5066.0,206161.0,703248.0,288.740675,287.035425,291.17792499999996,1012.2916666666666,61.983333333333334,4.141666666666667,204.70833333333334,0.0525,27.875,0.06666666666666667
2016-04-14,5296.0,0.0,86556.0,25737.0,6289.0,11848.0,43059.0,125846.0,170294.0,1291.0,1920.0,44945.0,4847.0,193309.0,700049.0,289.4622708333333,287.6948541666667,291.8490208333333,1013.525,62.983333333333334,2.85,181.875,0.022500000000000003,30.208333333333332,0.058333333333333334
2016-04-15,5013.0,0.0,87773.0,30028.0,6432.0,20951.0,45333.0,137100.0,170281.0,1249.0,1942.0,35858.0,5438.0,145643.0,691552.0,289.1987868852459,287.61624590163933,291.39821311475407,1011.2377049180328,74.95901639344262,2.6885245901639343,177.52459016393442,0.06639344262295081,36.549180327868854,0.1557377049180328
2016-04-16,4586.0,0.0,67758.0,25159.0,4991.0,47773.0,44619.0,127855.0,169881.0,1261.0,1624.0,20756.0,5698.0,209729.0,622326.0,289.90365322580647,288.54018548387097,291.85631451612903,1010.1129032258065,74.45161290322581,4.07258064516129,206.16129032258064,0.11370967741935484,42.895161290322584,0.18548387096774194
2016-04-17,4600.0,0.0,75919.0,25789.0,4805.0,26638.0,44107.0,141022.0,170290.0,1256.0,1509.0,34825.0,5985.0,95912.0,574005.0,289.1632916666667,287.97654166666666,290.65820833333333,1013.8083333333333,66.39166666666667,3.275,214.83333333333334,0.0525,34.46666666666667,0.075
2016-04-18,5017.0,0.0,90780.0,34644.0,6034.0,10161.0,44178.0,167186.0,170203.0,1290.0,1762.0,42564.0,6196.0,119692.0,677543.0,288.2930083333333,287.0813416666667,289.99384166666664,1017.775,67.64166666666667,2.408333333333333,116.95,0.01,24.85,0.03333333333333333
2016-04-19,5133.0,0.0,82732.0,29326.0,6284.0,16592.0,43506.0,166652.0,170167.0,1247.0,1881.0,13860.0,5883.0,197901.0,699990.0,287.7659754098361,286.3661393442623,289.7333524590164,1016.5245901639345,73.60655737704919,2.901639344262295,131.74590163934425,0.0959016393442623,26.75409836065574,0.14754098360655737
