Bilstm
0.961032635
0.873183877
0.833246627
0.794460961
0.747727348
0.714906562
0.687537454
0.621013481
0.563527919
0.600564924
0.541189485
0.503854169
0.455990503
0.399585197
0.368338985
0.330651192
0.316727881
0.275763669
0.265440905
0.267540064
0.294599808
0.268921861
0.191497594
0.179352584
0.165177063
0.155178541
0.163736246
0.141911616
0.136762677
0.114357877
0.106916754
0.098684143
0.094323594
0.102305906
0.091155188
0.084720437
0.087777494
0.087565782
0.102686697
0.085689182
0.075728993
0.064964846
0.061654397
0.056184691
0.055188862
0.047288365
0.046072124
0.044528976
0.042013405
0.037415225
0.035673265
0.037111394
0.037993357
0.046925369
0.046169058
0.046139317
0.038444209
0.036723092
0.040311862
0.033818964
0.031324567
0.034205284
0.030330051
0.026918002
0.027567111
0.041143894
0.046315841
0.039512949
0.037784393
0.032368592
0.026201364
0.033628064
0.033830948
0.038571059
0.033701089
0.034584652
0.032314698
0.039037407
0.033701139
0.02735705
0.034838979
0.036827146
0.028489224
0.025425072
0.029861591
0.031998857
0.030408892
0.031243214
0.038358849
0.047530096
0.044280848
0.047139923
0.046546211
0.037243594
0.041247859
0.033500191
0.031746712
0.024848108
0.018089619
0.017912383
0.017274609
0.01634746
0.013714973
0.013142806
0.014553115
0.013037421
0.012135232
0.011982816
0.013413412
0.012243745
0.012243404
0.015346035
0.018237491
0.017026397
0.019173563
0.024843214
0.029802032
0.033145192
0.036174874
0.040481625
0.041647253
0.042595784
0.041911072
0.030157721
0.023926153
0.017723259
0.015674177
0.013968545
0.012699439
0.011000112
0.011918927
0.010933344
0.009788508
0.00977086
0.009641253
0.009971316
0.010038247
0.010587406
0.012457357
0.013396002
0.012520608
0.016474526
0.017840863
0.019402707
0.0226024
0.025641805
0.027526562
0.028845136
0.028519081
0.030911314
0.027649775
0.023325881
0.019190095
0.012979125
0.011547409
0.009987748
0.009566837
0.008656348
0.007448841
0.007799553
0.007568839
0.00758997
0.00749805
0.008813133
0.009154662
0.009866483
0.011303073
0.013151649
0.012784934
0.012790224
0.013910503
0.016402849
0.018623139
0.019532515
0.021722104
0.021502654
0.024593931
0.026685728
0.0193907
0.013945087
0.010971858
0.009368344
0.008752799
0.008559999
0.007679005
0.007971937
0.010751906
0.011755312
0.01215247
0.016220219
0.019968894
0.018932964
0.016202511
0.019320534
0.01725015
0.014902919
0.013839553
0.011842495
0.009483724
0.012242479
