Lstm
0.980696
0.918540561
0.866625559
0.828795949
0.812956841
0.78385178
0.755743448
0.728767696
0.692373887
0.673312537
0.683189649
0.643431235
0.597775643
0.564154495
0.540690254
0.506179746
0.481129685
0.493402624
0.476284234
0.452385918
0.441795868
0.421136887
0.415817783
0.415926543
0.394944315
0.35062718
0.340224935
0.32513538
0.345690611
0.328210013
0.305156833
0.293600455
0.285527715
0.277902028
0.271092389
0.271004301
0.268931432
0.259943627
0.252322838
0.245640561
0.240779704
0.227756597
0.229577991
0.23509647
0.219404559
0.213814834
0.203862151
0.206052887
0.209121592
0.2072369
0.201053942
0.211410625
0.203686641
0.209054107
0.209656351
0.194280805
0.184110649
0.175742375
0.167976635
0.168618425
0.165236912
0.166086953
0.162758089
0.155701754
0.164083974
0.16383058
0.1525975
0.154506877
0.159339306
0.148859087
0.155301315
0.15286903
0.146577386
0.161935666
0.163663026
0.144461374
0.141884854
0.133871804
0.129577652
0.129580429
0.127574144
0.125313244
0.123451745
0.133561282
0.131274935
0.125222062
0.125905253
0.123043614
0.118040507
0.1185659
0.119284243
0.116348314
0.115347774
0.114598578
0.110911567
0.109783379
0.110593856
0.107897618
0.110528
0.107634036
0.106440825
0.10785716
0.104768039
0.110230331
0.12498846
0.117354326
0.125459024
0.143543546
0.125784602
0.108764139
0.100614319
0.09329464
0.091578694
0.087985358
0.083953247
0.085731362
0.083432574
0.083027525
0.080998993
0.07989212
0.080436559
0.078703823
0.082031719
0.076771402
0.079982661
0.079433429
0.077766964
0.078373408
0.076953207
0.081081633
0.080955209
0.082548534
0.085318286
0.081895922
0.087459689
0.086373358
0.08848984
0.08653019
0.076949167
0.075500776
0.073281322
0.070861975
0.068219172
0.067235361
0.062296653
0.062181832
0.065209255
0.06637804
0.065593468
0.064326683
0.066298897
0.066413533
0.067698274
0.068668957
0.066872284
0.066973171
0.068709115
0.068931054
0.069057534
0.068010118
0.062962311
0.061787063
0.062942066
0.059482377
0.061318833
0.064894092
0.05875919
0.057144175
0.055517541
0.054001189
0.056558365
0.051294333
0.050268373
0.049824434
0.051131019
0.047043282
0.047719849
0.04700165
0.048311963
0.045607831
0.045669975
0.046292051
0.047248585
0.049641269
0.054211713
0.050762471
0.051413506
0.052369586
0.046381271
0.044076432
0.041382926
0.046572534
0.044134344
0.04388225
0.047814755
0.049700528
0.047563294
0.050069214
0.046727554
0.045633817
