Transformer
1.044984481
0.969571072
0.945960792
0.929359485
0.906440239
0.880880087
0.871613254
0.882406609
0.86399194
0.822379632
0.810372104
0.789260974
0.789159954
0.79929006
0.743346519
0.718888378
0.688860783
0.680353026
0.737997171
0.691556862
0.682667115
0.680803183
0.642052657
0.594030047
0.561849228
0.552487291
0.513167294
0.544218467
0.514675193
0.496577292
0.494133246
0.480208881
0.481076828
0.450570553
0.475099478
0.432283105
0.411615109
0.430726632
0.410584917
0.399544993
0.370953825
0.342638975
0.337871055
0.34687238
0.361673707
0.375358976
0.368494397
0.328957956
0.302331684
0.28851656
0.271578654
0.268944187
0.275508535
0.272744372
0.248806327
0.256160198
0.269176471
0.254942525
0.223445869
0.20831369
0.229443657
0.214277209
0.205100072
0.246086995
0.220962199
0.185126134
0.203590583
0.176636252
0.190333677
0.215565694
0.221055851
0.266225672
0.257131131
0.218547699
0.203775862
0.199850745
0.171775959
0.147596841
0.1320251
0.129130562
0.12615646
0.137924745
0.136105831
0.156217016
0.154995623
0.152345264
0.145194161
0.145350669
0.125009683
0.127945811
0.137277814
0.145415903
0.130546275
0.114142502
0.111569637
0.104685305
0.10528109
0.102512777
0.093175063
0.091672676
0.105499765
0.105830682
0.112687741
0.117608934
0.103645143
0.092417821
0.09822904
0.110257285
0.125977501
0.100502704
0.118580803
0.11721391
0.108469876
0.101744661
0.086498373
0.076618126
0.090669372
0.120824476
0.095653615
0.085845934
0.080034573
0.091011807
0.087238887
0.095279896
0.092469001
0.099210496
0.099229127
0.091012982
0.087875121
0.081621007
0.073165079
0.073271681
0.090901123
0.093084103
0.078301403
0.068373869
0.065204478
0.081231927
0.084928149
0.083731055
0.065929491
0.067938812
0.067528924
0.062002828
0.054445347
0.053098498
0.060592247
0.064145421
0.070828517
0.066431106
0.082899456
0.141559282
0.114356218
0.094173159
0.106141444
0.088145437
0.090763509
0.079470819
0.06640664
0.055606565
0.057181183
0.050980654
0.047061258
0.046129016
0.047185943
0.046175873
0.041701339
0.039335584
0.042793786
0.048583182
0.073533722
0.054930753
0.045603021
0.045287252
0.052875485
0.060576423
0.057255739
0.053683683
0.048297638
0.053476453
0.052582807
0.049674728
0.058561811
0.056587274
0.056726644
0.051135062
0.047605141
0.043829772
0.05318887
0.052129453
0.057985105
0.078065053
0.082968467
0.085992882
0.075016814
0.086416699
0.092242948
0.096598678
0.098590713
0.072286287
