Gru
0.993450649
0.872997023
0.854790619
0.821574075
0.794830606
0.756162454
0.710690591
0.662629239
0.628795256
0.623830134
0.597243588
0.569392557
0.474376938
0.433050403
0.428032527
0.388293688
0.347070941
0.303893502
0.279487275
0.287978714
0.271814405
0.257901105
0.218255742
0.230406386
0.208472108
0.172563837
0.179360681
0.156078932
0.154511166
0.141560255
0.112963948
0.130203926
0.136879744
0.10995581
0.096244301
0.083989079
0.078996973
0.082934765
0.098716484
0.086352071
0.071832264
0.071416013
0.080642269
0.075462336
0.079761538
0.081054677
0.071770189
0.067005594
0.065042853
0.064504605
0.073554734
0.068108315
0.048483757
0.03964733
0.032114253
0.035241541
0.033256248
0.031819528
0.030852083
0.036241693
0.033913966
0.047127816
0.044205292
0.047816512
0.045705969
0.052601233
0.053662828
0.059002497
0.051915205
0.051780973
0.046499476
0.058502535
0.051165265
0.042417581
0.037025256
0.035728391
0.037775138
0.038385433
0.037363923
0.031734215
0.03948158
0.037357371
0.037387562
0.032366373
0.037027859
0.041365239
0.036137529
0.039070098
0.034114894
0.035474285
0.030549666
0.030312668
0.036361216
0.031511604
0.031074511
0.032621609
0.037213414
0.039309436
0.041823843
0.035705868
0.032625177
0.031853193
0.026189823
0.027874728
0.027564836
0.028794952
0.030880208
0.031856096
0.030087811
0.034041064
0.03019598
0.028137733
0.028875604
0.025176264
0.027320957
0.02443459
0.025982111
0.023723407
0.023145514
0.026496194
0.027777508
0.031443473
0.025961587
0.022517598
0.027655955
0.026315064
0.027285529
0.030598867
0.02809104
0.030155515
0.034651049
0.038652249
0.039202512
0.037734424
0.033871119
0.030009526
0.02314584
0.03010581
0.026795209
0.026294246
0.026762012
0.032465838
0.030434955
0.029375412
0.025685602
0.022124398
0.024587805
0.020724413
0.023296987
0.020213382
0.021264522
0.020968878
0.018876409
0.019918805
0.018226315
0.019129839
0.020807922
0.022077178
0.021071132
0.022118729
0.021768792
0.022736522
0.02335787
0.023130726
0.02203853
0.022076844
0.021157756
0.020695078
0.023937521
0.026529455
0.026882652
0.024846872
0.026845492
0.022278854
0.016621735
0.014145988
0.013357644
0.015707588
0.017403084
0.015202471
0.018767403
0.018258357
0.020966557
0.019658628
0.01930208
0.022809658
0.022244294
0.025786129
0.023522026
0.020840407
0.020683613
0.023241744
0.020518085
0.019357933
0.017465097
0.017258823
0.014528842
0.0166612
0.017883413
0.019920378
