Transformer-Lstm
0.996982186
0.988040562
0.92949269
0.904623302
0.884662925
0.870124946
0.864707394
0.830903974
0.828315554
0.80579836
0.775129742
0.760351586
0.771413753
0.750929441
0.715273128
0.708097063
0.672832963
0.650596699
0.633168361
0.628294378
0.616359026
0.650156442
0.598180209
0.603340269
0.572443148
0.573181514
0.521563357
0.533089426
0.529300743
0.482971467
0.507158864
0.465572969
0.458731026
0.430877127
0.4216095
0.399782442
0.426759127
0.410539819
0.385185795
0.383075577
0.35316487
0.36918462
0.391433656
0.400138346
0.355522968
0.302708325
0.29446184
0.285810809
0.27336359
0.274355818
0.275251958
0.271891913
0.274611163
0.27929049
0.260009837
0.254313662
0.252777284
0.255847192
0.25125582
0.238060054
0.212379675
0.20814439
0.192223499
0.184999985
0.194809059
0.192095579
0.193792525
0.189129842
0.16895917
0.169717808
0.173556521
0.177556096
0.157386502
0.15431414
0.147136824
0.145980385
0.160533741
0.154536257
0.148974552
0.154383264
0.162642911
0.156895172
0.141853227
0.135771576
0.143711341
0.142400201
0.128209723
0.127193445
0.114641895
0.11268824
0.109144182
0.109059551
0.110083251
0.106586741
0.113823156
0.108954038
0.116255291
0.124966356
0.143289852
0.146145519
0.119456987
0.106384254
0.100386064
0.089760126
0.093923426
0.097491218
0.098147699
0.088486969
0.088794644
0.085273193
0.08275874
0.085494879
0.084326567
0.084989792
0.082642993
0.082920229
0.075793925
0.077035133
0.079980772
0.088288989
0.087863543
0.087600175
0.086909267
0.089478523
0.092433029
0.096202373
0.090205687
0.088413162
0.07648835
0.07714346
0.069126519
0.0706493
0.070294594
0.067307203
0.062660865
0.060557465
0.066292327
0.071308168
0.070661728
0.065472106
0.064983383
0.067218678
0.064061507
0.06444554
0.061410853
0.061208917
0.059088053
0.058849905
0.059446982
0.059756645
0.058170027
0.061875012
0.067855258
0.063802905
0.063330293
0.056407402
0.055294054
0.05961891
0.055902499
0.054502989
0.055682755
0.059180156
0.056287349
0.060730153
0.054836247
0.06128788
0.06762669
0.063322586
0.058628388
0.063649842
0.054091559
0.051958693
0.051581122
0.047959872
0.047021245
0.051244474
0.050415064
0.050605496
0.051071266
0.049735727
0.044921204
0.05150394
0.059214394
0.085861385
0.076619579
0.06562312
0.055471593
0.058396079
0.050680467
0.048943246
0.045001354
0.040370625
0.040030654
0.041416382
0.039463822
0.038858368
0.039428279
0.036550693
0.038128927
0.036833331
